,network,id,address,balance,contract,createdAt,dao
5618,mainnet,0xe388004c672979f7e8fd6976ff69323c55f364abbbaca9a0b981e59a950a51ea,0xafa1f4caa67cda574f35211d4916d775c10f64c6,10000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561034082,0x6bee9b81e434f7afce72a43a4016719315069539
5619,mainnet,0xe38ab65d05c7c3db69dbdee6836ba556f76708091e5ec213cff5f56d4fc7d55d,0x1afb1050df154bc88c19890f9962efe0a1cfb9dd,20000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561047724,0x6bee9b81e434f7afce72a43a4016719315069539
5620,mainnet,0xe38ed588922264738e13fa178d0e585371869448be68b37479ef42b3de8bb617,0xc6a1d494f2598429310d771dec3f963ad0c5948d,10000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561047337,0x6bee9b81e434f7afce72a43a4016719315069539
5621,mainnet,0xe38ff29cb7bc6fe0fdd2ec9a4ab394048e965578296b264e5621af89dea7e9b4,0x1437f97a1fdd8eaa5a6f7015b0aef3f9db3b6fef,10000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561033257,0x6bee9b81e434f7afce72a43a4016719315069539
5622,mainnet,0xe393533012966759691a879fd632e775b55bc578ca827467fb1ab28ae6bf30db,0xa872ef04b78fda1630596e3246812ca70e6f53a2,10000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561036464,0x6bee9b81e434f7afce72a43a4016719315069539
5623,mainnet,0xe3948e66f22208e2d125393c178e473824ace62e3e1bf525ac8de29d404d9e85,0xc5a60db02cbc77add36c28bedbd542f3350d546a,10000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561033735,0x6bee9b81e434f7afce72a43a4016719315069539
5624,mainnet,0xe398488ded61cac5e2fb092b49df3c5dc3d14aa4f0ca52665bcb41c24a3ab632,0xaf1d21c51d8f976bd85ec96d474eede0ee460242,10000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561035333,0x6bee9b81e434f7afce72a43a4016719315069539
5625,mainnet,0xe3990358cb263279ddf3be5578356bb0aa7a4036be761ca5b3c7d48bc90da1b1,0x01fbc98e1d915d565a54ac5b85d24df4bf1eae1d,200000000000000000000,0x30412f4c06343d65c06b5a0bba6821cf37e605fa,1570554818,0x294f999356ed03347c7a23bcbcf8d33fa41dc830
5626,mainnet,0xe39a5813ca1d6300f22a188ac21e84c63e1719a7c2eb363d15a07d2ae1fc07f7,0xb43879393c45ab76d731c880e6d9bd6de5c1e534,10000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561036269,0x6bee9b81e434f7afce72a43a4016719315069539
5627,mainnet,0xe39b0c38dba16eebc8a9411e0abe75a7e7ea7fc1cb43dd3d798fda9688d23df1,0x04dcb794057864bd05b1e2c6d3e11d827e1a014d,70000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561037978,0x6bee9b81e434f7afce72a43a4016719315069539
5628,mainnet,0xe3be38678fff61a66d96854e13778f81f804e50a406d4a37c74926a020857bb1,0x0601c00a249033566f6ee07fe2c7bc51b0f9ce0d,10000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561038981,0x6bee9b81e434f7afce72a43a4016719315069539
5629,mainnet,0xe3c776274252ea57db5894f377c74ecf907db6cebd417fe7b995d6b9d0ac7d1d,0x0031ce5920cbe1e600113d14ca06ac6596fe7466,10456398777626673974410,0x7a927a93f221976aae26d5d077477307170f0b7c,1561724566,0x519b70055af55a007110b4ff99b0ea33071c720a
5630,mainnet,0xe3ce26b85cacff21b99c92d5a2b1f5140e7f26691c4f0da2f2d47d510ffa1c4d,0x9a42d8b3ccab1fe448efcb2e08a145b12e9f3f5b,10000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561036901,0x6bee9b81e434f7afce72a43a4016719315069539
5631,mainnet,0xe3d517dad1ababa40e23f498588689bc63c0778d8ad35222cec711b36016aa23,0xc5edbbd2ca0357654ad0ea4793f8c5cecd30e254,10000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561034652,0x6bee9b81e434f7afce72a43a4016719315069539
5632,mainnet,0xe3d764f2916be0b9e69bed5dd2d1efe1e80dde045c9a5beef7da80be074b8368,0x44a982a000978f19434d1eca2b87414ab20758bd,70000000000000000000,0xed1c0bb038b370a16242f077899ee1e5e7d6add1,1561036661,0x6bee9b81e434f7afce72a43a4016719315069539
